Date,Trademark / Project,Common name / Subject,Manufacturer,INESSS Recommendation,Minister's Decision
2003-02-01,Rebetron,Ribavirine/interféron alfa-2B,Schering,Médicament d'exception - Transfert de la section régulière à la section des médicaments d'exception,Information actuellement non disponible en ligne
2003-02-01,Salbutamol (toutes les marques contenant des CFC),Salbutamol,Plusieurs fabricants,Avis de retrait,Information actuellement non disponible en ligne
2003-02-01,Symbicort Turbuhaler,Formotérol (fumarate dihydraté de)/budésonide,AZC,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière,Information actuellement non disponible en ligne
2003-02-01,Tarka,Trandolapril/vérapamil (chlorhydrate de),Abbott,Médicament d'exception – Ajout de nouveaux médicaments dans la Liste de médicaments du régime général,Information actuellement non disponible en ligne
2003-02-01,Trileptal,Oxcarbazépine,Novartis,Médicament d'exception – Ajout de nouvelles indications,Information actuellement non disponible en ligne
2003-02-01,Valcyte,Valganciclovir (chlorhydrate de),Roche,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
2003-02-01,Videx EC,Didanosine,B.M.S.,Médicament d'exception – Ajout de nouveaux médicaments dans la Liste de médicaments du régime général,Information actuellement non disponible en ligne
2003-02-01,Xatral,Alfuzosine (chlorhydrate de),SanofiAven,Ajout à la Liste de médicaments du régime général,Information actuellement non disponible en ligne
2002-10-01,AndroGel,Testostérone,Solvay,Médicaments d'exception – Ajout de nouveaux médicaments dans la Liste de médicaments du régime général,Information actuellement non disponible en ligne
2002-10-01,Dermatop,Prednicarbate,Dermik,Avis de refus – Justesse du prix,Information actuellement non disponible en ligne
2002-10-01,Dovobet,Calcipotriol/bétaméthasone (dipropionate de),Léo,Avis de refus – Justesse du prix,Information actuellement non disponible en ligne
2002-10-01,Enbrel,Étanercept,W.A.C.,Ajout de nouveaux médicaments dans la Liste de médicaments du régime général,Information actuellement non disponible en ligne
2002-10-01,Fosamax,Alendronate monosodique,Merck,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2002-10-01,Gleevec,Imatinib (mésylate d'),Novartis,Ajout de nouvelles indications,Information actuellement non disponible en ligne
2002-10-01,Kineret,Anakinra,Amgen,Avis de refus – Valeur thérapeutique,Information actuellement non disponible en ligne
2002-10-01,Lumigan,Bimatoprost,Allergan,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2002-10-01,Pariet,Rabéprazole sodique,J.O.I.,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2002-10-01,Remicade,Infliximab,Schering,Ajout de nouveaux médicaments dans la Liste de médicaments du régime général,Information actuellement non disponible en ligne
2002-10-01,Rescula,Unoprostone isopropyle,Novartis,Avis de refus – Valeur thérapeutique,Information actuellement non disponible en ligne
2002-10-01,Tracleer,Bosentan,Actelion,Ajout de nouveaux médicaments dans la Liste de médicaments du régime général,Information actuellement non disponible en ligne
2002-10-01,Valcyte,Valganciclovir,Roche,Médicaments d'exception – Ajout de nouveaux médicaments dans la Liste de médicaments du régime général,Information actuellement non disponible en ligne
2002-10-01,Visudyne,Vertéporfine,Novartis,Médicament d'exception – Ajout de nouvelles indications,Information actuellement non disponible en ligne
2002-10-01,Zelnorm,Tégasérod,Novartis,Avis de refus – Valeur thérapeutique,Information actuellement non disponible en ligne
2002-10-01,Éprex,Époétine alfa,J.O.I.,Annulation de hausse de prix,Information actuellement non disponible en ligne
2002-07-01,Actos,Pioglitazone (chlorhydrate de),Lilly,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
2002-07-01,Amaryl,Glimépiride,Aventis,Médicaments d'exception – Ajout de nouveaux médicaments dans la Liste de médicaments du régime général,Information actuellement non disponible en ligne
2002-07-01,Aricept,Donépézil (chlorhydrate de),Pfizer,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
2002-07-01,Aromasin,Exémestane,Pharmacia,Médicament d'exception – Transfert de la section des médicaments d'exception à la section régulière,Information actuellement non disponible en ligne
2002-07-01,Avandia,Rosiglitazone (maléate de),GSK,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
2002-07-01,Clomid,Clomiphène (clomifène),Aventis,Avis de retrait,Information actuellement non disponible en ligne
2002-07-01,Exelon,Rivastigmine (tartrate hydrogéné de),Novartis,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
2002-07-01,Pansements,Pansements,n/a,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
2002-07-01,Plavix,Clopidogrel (bisulfate de),SanofiAven,Médicament d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
2002-07-01,Reminyl,Galantamine (bromhydrate de),J.O.I.,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
2002-07-01,Rhoxal-Cyclosporine,Cyclosporine,Rhoxal Pharma,Ajout à la Liste de médicaments du régime général,Information actuellement non disponible en ligne
2002-07-01,Starlix,Natéglinide,Novartis,Avis de refus – Justesse du prix,Information actuellement non disponible en ligne
2002-07-01,Symbicort Turbuhaler,Formotérol (fumaratedihydraté de)/budésonide,AZC,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2002-07-01,Sérophène,Clomiphène (clomifène),Serono,Avis de retrait,Information actuellement non disponible en ligne
2002-07-01,Trileptal,Oxcarbazépine,Novartis,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2002-07-01,Unidet,Toltérodine (L-tartrate de),Pharmacia,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2002-07-01,Xatral,Alfuzosine (chlorhydrate de),SanofiAven,Avis de refus – Valeur thérapeutique,Information actuellement non disponible en ligne
2002-07-01,Éprex,Époétine alfa,J.O.I.,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
2002-04-01,Agenerase,Amprénavir,GSK,Ajout à la Liste de médicaments du régime général,Information actuellement non disponible en ligne
2002-04-01,Gleevec,Imatinib (mésylate d'),Novartis,Médicament d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
2002-04-01,Humalog Mix 25,Insuline lispro/insuline lispro protamine,Lilly,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2002-04-01,Meridia,Sibutramine,Abbott,Avis de refus – Valeur thérapeutique,Information actuellement non disponible en ligne
2002-04-01,NovoRapid,Insuline aspart,n/a,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2002-04-01,Remicade,Infliximab,Schering,Avis de refus – Justesse du prix,Information actuellement non disponible en ligne
2002-04-01,Starnoc,Zaleplon,Servier,Avis de refus – Justesse du prix,Information actuellement non disponible en ligne
2002-04-01,Travatan,Travoprost,Alcon,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2002-04-01,Trizivir,Abacavir (sulfate d')-lamivudine-zidovudine,GSK,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2002-04-01,Videx EC,Didanosine,B.M.S.,Avis de refus – Justesse du prix,Information actuellement non disponible en ligne
2002-01-01,Alertec,Modafinil,Draxis,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
2002-01-01,Diamicron,Gliclazide,Servier,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
2002-01-01,Ditropan XL,Oxybutynine (chlorure d'),J.C.P.,Médicaments d'exception - Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2002-01-01,Enbrel,Étanercept,W.A.C.,Avis de refus – Justesse du prix,Information actuellement non disponible en ligne
2002-01-01,Fucithalmic,Fusidique (acide),Léo,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2002-01-01,Gen-Gliclazide,Gliclazide,Genpharm,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
2002-01-01,Gleevec,Imatinib (mésylate d'),Novartis,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2002-01-01,Gliclazide,Gliclazide,Proval,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
2002-01-01,Hectorol,doxercalciférol,Draxis,Ajout à la Liste de médicaments du régime général,Information actuellement non disponible en ligne
2002-01-01,Nexium,Esoméprazole magnésien trihydraté,AZC,Ajout à la Liste de médicaments du régime général,Information actuellement non disponible en ligne
2002-01-01,Novo-Gliclazide,Gliclazide,Novopharm,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
2002-01-01,Plavix,Clopidogrel (bisulfate de),SanofiAven,Médicaments d'exception – Ajout de nouvelles indications,Information actuellement non disponible en ligne
2002-01-01,Protopic,Tacrolimus,Fujisawa,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2002-01-01,Remicade,Infliximab,Schering,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2002-01-01,Reminyl,Galantamine (bromhydrate de),J.O.I.,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2002-01-01,Rilutek,Riluzole,Aventis,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
2001-10-01,Actos,Pioglitazone (chlorhydrate de),Lilly,Médicaments d'exception – Ajout de nouvelles indications,Information actuellement non disponible en ligne
2001-10-01,Acétate de calcium,Calcium (acétate de),Vita,Avis de retrait,Information actuellement non disponible en ligne
2001-10-01,Avandia,Rosiglitazone (maléate de),SBP,Médicaments d'exception – Ajout de nouvelles indications,Information actuellement non disponible en ligne
2001-10-01,Comtan,Entacapone,Novartis,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2001-10-01,Diamicron MR,Gliclazide,Servier,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2001-10-01,Neocate One +,Formule nutritive monomérique avec fer (nourrissons et enfants),n/a,Médicaments d'exception – Ajout de nouveaux médicaments dans la Liste de médicaments du régime général,Information actuellement non disponible en ligne
2001-10-01,Neupogen,Filgrastim,Amgen,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
2001-10-01,Rapamune,Sirolimus,W.A.C.,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2001-10-01,Remeron,Mirtazapine,Organon Tek,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2001-10-01,Zyvoxam,Linézolide,Pharmacia,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2001-07-01,Agenerase,Amprénavir,G.W.,Avis de refus – Valeur thérapeutique,Information actuellement non disponible en ligne
2001-07-01,Androderm,Testostérone,Paladin,Ajout à la Liste de médicaments du régime général,Information actuellement non disponible en ligne
2001-07-01,Avonex,Interféron bêta-1A,Biogen,Médicaments d'exception – Ajout de nouvelles indications,Information actuellement non disponible en ligne
2001-07-01,Kaletra,Lopinavir/ritonavir,Abbott,Ajout à la Liste de médicaments du régime général,Information actuellement non disponible en ligne
2001-07-01,Mirena,Lévonorgestrel,Berlex,Ajout à la Liste de médicaments du régime général,Information actuellement non disponible en ligne
2001-07-01,One-Alpha,Alfacalcidol,Léo,Médicaments d'exception – Ajout de nouveaux médicaments dans la Liste de médicaments du régime général,Information actuellement non disponible en ligne
2001-07-01,Peg-Intron,Interféron alfa-2B pégylé,Schering,Médicaments d'exception – Ajout de nouveaux médicaments dans la Liste de médicaments du régime général,Information actuellement non disponible en ligne
2001-07-01,Rebif,Interféron bêta-1A,Serono,Médicaments d'exception – Ajout de nouvelles indications,Information actuellement non disponible en ligne
2001-07-01,Renagel,Sévélamer (chlorhydrate de),Genzyme,Médicaments d'exception – Ajout de nouveaux médicaments dans la Liste de médicaments du régime général,Information actuellement non disponible en ligne
2001-07-01,Tequin,Gatifloxacine,B.M.S.,Médicaments d'exception – Ajout de nouveaux médicaments dans la Liste de médicaments du régime général,Information actuellement non disponible en ligne
2001-07-01,Tequin,Gatifloxacine,B.M.S.,Ajout à la Liste de médicaments du régime général,Information actuellement non disponible en ligne
2001-04-01,Actos,Pioglitazone (chlorhydrate de),Lilly,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2001-04-01,Amatine,Midodrine,Shire,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
2001-04-01,Avelox,Moxifloxacine (chlorhydrate de),Bayer,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2001-04-01,FemHRT,Éthinylestradiol/noréthindrone (acétate de),Pfizer,Avis de refus – Justesse du prix,Information actuellement non disponible en ligne
2001-04-01,Nicorette et Nicorette Plus,Nicotine (polacrilex de),Aventis,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière,Information actuellement non disponible en ligne
2001-04-01,PremPlus,Estrogènes conjugués biologiques/médroxyprogestérone (acétate de),W.A.C.,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2001-04-01,Rilutek,Riluzole,Aventis,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2001-01-01,Actonel,Risédronate sodique,P&G Pharma,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2001-01-01,Actos,Pioglitazone (chlorhydrate de),Lilly,Avis de refus – Valeur thérapeutique,Information actuellement non disponible en ligne
2001-01-01,Aromasin,Exémestane,P & U,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2001-01-01,DDAVP,Desmopressine(acétate de),Ferring,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière de la liste,Information actuellement non disponible en ligne
2001-01-01,Dostinex,Cabergoline,P & U,Médicaments d'exception - Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2001-01-01,Formules nutritives – monomériques avec fer,Formules nutritives – monomériques avec fer,Plusieurs fabricants,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
2001-01-01,Formules nutritives – à base de caséine,Formules nutritives – à base de caséine,Plusieurs fabricants,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
2001-01-01,Marinol,Delta-9 tétrahydrocannabinol,SanofiAven,Médicaments d'exception – Ajout de nouvelles indications,Information actuellement non disponible en ligne
2001-01-01,Mobicox,Méloxicam,Bo. Ing.,Ajout aux listes de médicament,Information actuellement non disponible en ligne
2001-01-01,Mégace et autres,Mégestrol (acétate de),Plusieurs fabricants,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
2001-01-01,Preven,Éthinylestradiol/lévonorgestrel,Shire,Avis de refus – Justesse du prix,Information actuellement non disponible en ligne
2001-01-01,Teveten,Éprosartan (mésylate d'),Solvay,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2001-01-01,Xeloda,Capécitabine,Roche,Médicaments d'exception – Ajout de nouvelles indications,Information actuellement non disponible en ligne
2001-01-01,Zometa,Zolédronique (acide),Novartis,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2000-10-01,Aggrenox,Dipyridamole/acétylsalicylique (acide),Bo. Ing.,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2000-10-01,Arava,Léflunomide,Aventis,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2000-10-01,Avandia,Rosiglitazone (maléate de),SBP,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2000-10-01,Estalis 140/50 et Estalis 250/50,Estradiol-17ß/noréthindrone (acétate de),Novartis,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2000-10-01,Exelon,Rivastigmine (tartrate hydrogéné de),Novartis,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2000-10-01,Marinol,Dronabinol,SanofiAven,Médicaments d'exception – Transfert de la section régulière à la section des médicaments d'exception,Information actuellement non disponible en ligne
2000-10-01,Merrem,Méropénem,AZC,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière,Information actuellement non disponible en ligne
2000-10-01,Nicoderm,Nicotine,Aventis,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2000-10-01,Nicorette et Nicorette Plus,Nicotine (polacrilex de),Aventis,Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2000-10-01,Prépulsid,Cisapride (monohydrate de),J.O.I.,Avis de retrait,Information actuellement non disponible en ligne
2000-10-01,QVAR,Béclométhasone (dipropionate de),3M,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2000-10-01,Tamiflu,Oseltamivir (phosphate d'),Roche,Avis de refus – Valeur thérapeutique,Information actuellement non disponible en ligne
2000-10-01,Tobi,Tobramycine (sulfate de),Genesis,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2000-10-01,Wellbutrin SR,Bupropion (chlorhydrate de),G.W.,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière,Information actuellement non disponible en ligne
2000-10-01,Zyban,Bupropion (chlorhydrate de),G.W.,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2000-07-01,Alertec,Modafinil,Draxis,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2000-07-01,Calcium Stanley,Calcium (gluconate de)/calcium (glucoheptonate de),Stanley,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
2000-07-01,Calcium-Rougier,Calcium (gluconate de)/calcium (glucoheptonate de),Rougier,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
2000-07-01,Diastat,Diazépam,Draxis,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2000-07-01,GlucoNorm,Répaglinide,N.Nordisk,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2000-07-01,Monocor,Bisoprolol (fumarate de),Crystaal,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2000-07-01,Nu-Énalapril,Énalapril (maléate d'),Nu-Pharm,Avis de retrait,Information actuellement non disponible en ligne
2000-07-01,Plan B,Lévonorgestrel,Paladin,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2000-07-01,Refludan,Lépirudine ADNr,Aventis,Avis de refus – Valeur thérapeutique,Information actuellement non disponible en ligne
2000-07-01,Regranex,Bécaplermine,J.O.I.,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
2000-07-01,Resource Concentré de protéines,Formules nutritives - protéines,Novartis,Médicaments d'exception – Ajout de nouveaux médicaments dans la Liste de médicaments du régime général,Information actuellement non disponible en ligne
2000-07-01,Temodal,Témozolomide,Schering,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2000-04-01,Apo-Cal,Calcium (carbonate de),Apotex,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière,Information actuellement non disponible en ligne
2000-04-01,Cal-500,Calcium (carbonate de),Pro Doc,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière,Information actuellement non disponible en ligne
2000-04-01,Cal-500-D,Calcium (carbonate de)/vitamine D,Pro Doc,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière,Information actuellement non disponible en ligne
2000-04-01,Calcium D 500,Calcium (carbonate de)/vitamine D,Trianon,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière,Information actuellement non disponible en ligne
2000-04-01,Evista,Raloxifène (chlorhydrate de),Lilly,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière,Information actuellement non disponible en ligne
2000-04-01,Miacalcin,Calcitonine de saumon (synthétique),Novartis,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière,Information actuellement non disponible en ligne
2000-04-01,Monurol,Fosfomycine (trométhamine de),Purdue,Avis de refus – Justesse du prix,Information actuellement non disponible en ligne
2000-04-01,Neupogen,Filgrastim,Amgen,Médicaments d’exception – Ajout de nouvelles indications,Information actuellement non disponible en ligne
2000-04-01,Oxycontin,Oxycodone (chlorhydrate de),Purdue,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2000-04-01,Regranex,Bécaplermine,J.O.I.,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2000-04-01,Relenza,Zanamivir,G.W.,Avis de refus – Valeur thérapeutique,Information actuellement non disponible en ligne
2000-04-01,Serc,Bétahistine (dichlorhydrate de),Solvay,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2000-04-01,Vioxx,Rofécoxib,Merck,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2000-04-01,Zanaflex,Tizanidine (chlorhydrate de),Draxis,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2000-01-01,Actonel,Risédronate sodique,P&G Pharma,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2000-01-01,Advair diskus,Salmétérol (xinafoate de)/fluticasone (propionate de),G.W.,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2000-01-01,Aldara,Imiquimod,3M,Avis de refus – Justesse du prix,Information actuellement non disponible en ligne
2000-01-01,Betaseron,Interféron bêta-1B,Berlex,Médicaments d'exception – Ajout de nouvelles indications,Information actuellement non disponible en ligne
2000-01-01,Maxalt et Maxalt RPD,Rizatriptan (benzoate de),Merck,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2000-01-01,Miacalcin,Calcitonine de saumon (synthétique),Novartis,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2000-01-01,Micardis,Telmisartan,Bo. Ing.,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
2000-01-01,Protropin,Somatrem,Roche,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
2000-01-01,Singulair,Montélukast sodique,Merck,Avis de retrait,Information actuellement non disponible en ligne
2000-01-01,Stemgen,Ancestim,Amgen,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
2000-01-01,Toutes les marques,Divalproex sodique,Plusieurs fabricants,Application de la méthode du prix le plus bas (PPB),Information actuellement non disponible en ligne
2000-01-01,Toutes les marques,Somatotrophine,Plusieurs fabricants,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
2000-01-01,Xenical,Orlistat,Roche,Avis de refus – Valeur thérapeutique,Information actuellement non disponible en ligne
1999-10-01,Bonefos,Clodronate disodique,RPR,Ajout à la Liste de médicaments du régime général,Information actuellement non disponible en ligne
1999-10-01,Brexidol 20,Piroxicam-ß-cyclodextrine,Crystaal,Avis de refus – Justesse du prix,Information actuellement non disponible en ligne
1999-10-01,Cosopt,Dorzolamide (chlorhydrate de)/timolol (maléate de),Merck,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
1999-10-01,Célébrex,Célécoxib,Searle,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
1999-10-01,Diamicron,Gliclazide,Servier,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
1999-10-01,Fraxiparine Forte,Nadroparine calcique,SanofiAven,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
1999-10-01,Gen-Gliclazide,Gliclazide,Genpharm,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
1999-10-01,Gliclazide,Gliclazide,Proval,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
1999-10-01,GlucoNorm,Répaglinide,N.Nordisk,Avis de refus – Justesse du prix,Information actuellement non disponible en ligne
1999-10-01,Humalog Mix 25,Insuline lispro/insuline lispro protamine,Lilly,Avis de refus – Justesse du prix,Information actuellement non disponible en ligne
1999-10-01,Lactrase,Lactase,Rivex,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
1999-10-01,Novo-Gliclazide,Gliclazide,Novopharm,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
1999-10-01,Ostac,Clodronate disodique,Roche,Ajout à la Liste de médicaments du régime général,Information actuellement non disponible en ligne
1999-10-01,Serostim,Somatotrophine ADNr,Serono,Avis de refus – Valeur thérapeutique,Information actuellement non disponible en ligne
1999-10-01,Sustiva,Éfavirenz,Du Pont,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
1999-10-01,Tobi,Tobramycine,Genesis,Avis de refus – Justesse du prix,Information actuellement non disponible en ligne
1999-10-01,Toutes les marques,Divalproex sodique,Plusieurs fabricants,Application de la méthode du prix le plus bas,Information actuellement non disponible en ligne
1999-10-01,Toutes les marques,Pentoxifylline,Plusieurs fabricants,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
1999-10-01,Trovan,Trovafloxacine (mésylate de),Pfizer,Avis de retrait,Information actuellement non disponible en ligne
1999-10-01,Trovan IV,Alatrofloxacine,Pfizer,Avis de retrait,Information actuellement non disponible en ligne
1999-10-01,Ziagen,Abacavir (sulfate d'),G.W.,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
1999-07-01,Agrylin,Anagrélide (chlorhydrate d'),Roberts,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière,Information actuellement non disponible en ligne
1999-07-01,Alertec,Modafinil,Draxis,Avis de refus – Valeur thérapeutique,Information actuellement non disponible en ligne
1999-07-01,Caverject,Alprostadil,Upjohn,Avis de retrait,Information actuellement non disponible en ligne
1999-07-01,Celexa,Citalopram (bromhydrate de),Lundbeck,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
1999-07-01,Panto IV,Pantoprazole sodique,Byk,Avis de refus – Valeur thérapeutique,Information actuellement non disponible en ligne
1999-07-01,Plavix,Clopidogrel (bisulfate de),SanofiAven,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
1999-07-01,Rebetron,Interféron alfa-2B et ribavirine,Schering,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
1999-07-01,Regranex,Bécaplermine,J.O.I.,Avis de refus – Valeur thérapeutique,Information actuellement non disponible en ligne
1999-07-01,Sandostatin LAR,Octréotide (acétate d'),Novartis,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
1999-04-01,Atacand,Candesartan cilexetil,Astra,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
1999-04-01,Azopt,Brinzolamide,Alcon,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
1999-04-01,Detrol,Toltérodine (l-tartrate de),Pharmacia,Médicaments d'exception – Ajout de nouveaux médicaments,Information actuellement non disponible en ligne
1999-04-01,Estracomb,Estradiol -17ß/estradiol-17ß-noréthindrone,Ciba,Médicaments d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
1999-04-01,Estrogel,Estradiol-17β,Schering,Médicaments d'exception – Ajout de nouveaux médicaments,Information actuellement non disponible en ligne
1999-04-01,Evista,Raloxifène (chlorhydrate de),Lilly,Avis de refus – Valeur thérapeutique,Information actuellement non disponible en ligne
1999-04-01,Fortovase,Saquinavir,Roche,Ajout aux listes de médicaments,Information actuellement non disponible en ligne
1999-04-01,Humalog,Insuline lispro,Lilly,Médicaments d'exception – Transfert de la section des médicaments d'exception à la section régulière,Information actuellement non disponible en ligne
1999-04-01,Plavix,Clopidogrel (bisulfate de),SanofiAven,Médicaments d'exception – Ajout de nouveaux médicaments dans les 2 listes,Information actuellement non disponible en ligne
1999-04-01,Salagen,Pilocarpine (chlorhydrate de),Pharmacia,Médicament d'exception – Modifications des indications reconnues,Information actuellement non disponible en ligne
